,rid,created_at,cleaned_text,followers,retweets,favourited,label
194,552806077755326464,07 Jan 2015 12:36:54,satirical french magazine charliehebdo attacked gunmen latest news report httptcogjtbtoqimo httptcoiikbos2puk,3085195,276,72,2
195,552806117328568321,07 Jan 2015 12:37:03,paris highest terrorist alert people shot dead offices satirical weekly magazine httptco040pfc0if8,1928769,144,24,1
196,552806309540528128,07 Jan 2015 12:37:49,lepoint charliehebdo cartoonists charb amp cabu dead httptco7usd83cqd2 httptcowghblilfox,61134,309,44,0
197,552806462125506560,07 Jan 2015 12:38:25,charliehebdo nothing justify attack amp organised amp committed crimes brought justice httptcoeodtpltqll,1589499,717,260,2
198,552806610490646528,07 Jan 2015 12:39:01,muslim killing innocent people name islam much much offensive cartoon ever charliehebdo,34703,42527,27432,2
199,552806624046641153,07 Jan 2015 12:39:04,oh god heart sick charlie hebdo news one brave newspapers world,25072,102,84,2
200,552806757672964097,07 Jan 2015 12:39:36,update confirmed dead charliehebdo attack paris ap reporting story httptcojfqmha1gdv ap httptcovdcifhia9u,1408186,277,55,1
201,552806890498191361,07 Jan 2015 12:40:08,sympathy solidarity charliehebdo charliehebdo httptcow2cbdvj0k6,8416,354,120,2
202,552806932176977920,07 Jan 2015 12:40:17,ideology resorts murdering satirists publically admitting weak insecure amp ridiculous charliehebdo,10482,155,110,2
203,552806937470201856,07 Jan 2015 12:40:19,gunshots heard well shouts allahu akbar amateur videos charliehebdo attack httptco3jsosc7yl3 httptconm8t2kjjgx,842520,189,37,3
204,552807013764575232,07 Jan 2015 12:40:37,follow list journalists amp media outlets covering attack charliehebdo magazine paris httptco6njhxoebq4,8426183,201,61,2
205,552807027781947393,07 Jan 2015 12:40:40,photo cartoonists killed attack charliehebdo paris today ripvia lepoint httptcomms8xwu1ze,13601,569,101,0
206,552807054268956673,07 Jan 2015 12:40:47,lets play game blamed racism charlie hebdo b poverty c colonial france evil free speech,15484,106,59,2
207,552807071054184448,07 Jan 2015 12:40:51,even hardened news man todays mass shooting charliehebdo ferociously shocking writes jonsnowc4 httptcoacizmqcx0a,8228,119,47,2
208,552807101442322432,07 Jan 2015 12:40:58,attack charliehebdothe intl community allow extremists silence free flow opinions httptco1bgo8hrrbf pressfreedom,609432,748,260,2
209,552807191775043585,07 Jan 2015 12:41:19,charliehebdo eyes charliehebdo httptcov195erxsy2,63922,153,50,2
210,552807210041212928,07 Jan 2015 12:41:24,charliehebdo liveblog independent says news director charb critical cond aq put price put head httptcokgvaxtzyt4,5762,124,26,0
211,552807236339507200,07 Jan 2015 12:41:30,rt jesuischarlie support charliehebdo httptcoevnntxsric,9485,436,60,2
212,552807328287064065,07 Jan 2015 12:41:52,daily telegraph pixelated charlie hebdo cover shameful httptcogsu6a91szt,27492,165,68,2
213,552807528070131712,07 Jan 2015 12:42:40,french police confirm charliehebdo attackers shouted prophet avengedsigh,16058,135,27,3
214,552807536894947329,07 Jan 2015 12:42:42,attack charlie hebdo likely radicalize sides debate islam islamism thats terrorists aiming,4461,151,36,2
215,552807582113730560,07 Jan 2015 12:42:52,shooting french magazine charliehebdo hideous attack free speech paris everywhere,554,108,44,2
216,552807598966059008,07 Jan 2015 12:42:56,charliehebdo attack represents possibly direct attack islamists western ideals date,65508,282,130,2
217,552807658869493760,07 Jan 2015 12:43:11,extremists benefit escalation justifies people want coexist thrown bus charliehebdo,34571,503,233,2
218,552807783385800705,07 Jan 2015 12:43:40,gunmen charliehebdo attack loose chased long necessary french president says httptcozufxcg3rfs,22669194,579,229,2
219,552807832257835008,07 Jan 2015 12:43:52,video charliehebdos editor tells al jazeera target httptcoejk2em0m8r httptcouk970udppz,2231788,193,58,2
220,552807834434699264,07 Jan 2015 12:43:53,breaking paris police say dead shooting charlie hebdo httptcokugexjzdlf,6708706,262,52,1
221,552807874192482305,07 Jan 2015 12:44:02,twitter charlie hebdo racist publication murderers murdering people justified murdering people crazy paradox know,11371,103,99,2
222,552807904597008385,07 Jan 2015 12:44:09,cartoon robert mankoff new yorker sept charliehebdo httptcopyqfnv42su,32742,5996,2301,2
223,552808071387701248,07 Jan 2015 12:44:49,gunmen charliehebdos paris hq shouted avenged prophet reports say httptco1z7ntgwe5i httptcoiewcmh7ouv,1787382,533,365,3
224,552808135006887937,07 Jan 2015 12:45:04,events charliehebdo wont make discriminate islam remain steadfast finding religions equally stupid,9534,126,155,2
225,552808138127446016,07 Jan 2015 12:45:05,every newspaper publish free issue charliehebdo see reason people died today httptcoxazdjlcaor,917,164,74,2
226,552808242276229120,07 Jan 2015 12:45:30,cant kill free speech charliehebdo,181444,284,178,2
227,552808282398924800,07 Jan 2015 12:45:39,killed injured scores hq french satirical magazine charliehebdo done huge disservice islam muslims,78555,130,124,1
228,552808461940301825,07 Jan 2015 12:46:22,charliehebdoan equal opportunity satirical mag grand tradition francelong may tradition continuefreedomofspeech,25838,109,57,2
229,552808487924011008,07 Jan 2015 12:46:28,charliehebdo no1 thought allowing 1000s euro jihadis cross syria amp get trained amp radicalized would consequences,14476,101,44,2
230,552808620187217920,07 Jan 2015 12:47:00,photo armed gunmen face police officers near charliehebdo hq paris httptco3jsosc7yl3 httptcoiopvno6iq0,842236,113,27,1
231,552808658510561280,07 Jan 2015 12:47:09,today charliehebdo httptcoqxfykdwbtd,37923,376,103,2
232,552808669646036992,07 Jan 2015 12:47:12,kill men making fun ideas need rethink ideas jesuischarlie,453,103,40,2
233,552808701065953280,07 Jan 2015 12:47:19,terror france gunmen charliehebdo attack still large know far httptcojfqmha1gdv getty httptco2qydcbe7p6,1408118,157,28,2
234,552808776492130304,07 Jan 2015 12:47:37,sad day france journalism free speech whose beliefs attackers pretend represent charliehebdo,10207,142,76,2
235,552808785329549313,07 Jan 2015 12:47:39,french media says cartoonist behind original prophet cartoon dead charliehebdo via ericwrandolph,5761,107,16,2
236,552808904137408512,07 Jan 2015 12:48:08,photos armed gunmen fire police near charliehebdo hq parisshooting httptcobb3jndmtef,134815,110,47,1
237,552809042687819776,07 Jan 2015 12:48:41,people actually died offended 0people died others offended far manycharliehebdo,1692,257,114,2
238,552809336360419329,07 Jan 2015 12:49:51,journalists others using jesuischarlie express support freedom speech paris attack httptcooszsvl3pky,216074,398,151,2
239,552809418417790976,07 Jan 2015 12:50:10,charlie hebdo press day magazine important staff assassinated along police officers,1388,415,62,1
240,552809902956367872,07 Jan 2015 12:52:06,charliehebdo massacre modus operandi efficiency amp focus point jihad returnees guys trained kill repeatedly onetime kamikazes,5271,176,34,2
241,552810032765497345,07 Jan 2015 12:52:37,anyone believes tolerance solution militant islam remember picture charliehebdo httptcosgvzjauqgv,61,982,377,2
242,552810124776308736,07 Jan 2015 12:52:59,stop making excuses terrorists charliehebdo tweeted christmas therell avenging jesus httptcobs3z759llx,10349,118,51,2
243,552810138114195456,07 Jan 2015 12:53:02,unconfirmed reports gunmen asked people name killing editor cartoonist httptco26gc840i9k charliehebdo,818237,122,17,3
244,552810166744547328,07 Jan 2015 12:53:09,timeline full muslims condemning charliehebdo attacks like rest world,24303,865,524,2
245,552810249263259649,07 Jan 2015 12:53:28,second thought way pay respect died defending rights charlie hebdo defended upfront way,9957,152,76,2
246,552810276635291649,07 Jan 2015 12:53:35,brutal attacks charliehebdo big news today houellebecqs new novel imagining muslim president france,9236,152,31,2
247,552810287695659009,07 Jan 2015 12:53:37,heres know charliehebdo attack farhttptcomuwoztp7ki httptcob8uzo0gz5w,972262,116,22,2
248,552810359409897472,07 Jan 2015 12:53:55,attack charliehebdo brazen assault free expression heart europe says robertmmahoney httptcok7qmdh22ih,77018,103,31,2
249,552810448324943872,07 Jan 2015 12:54:16,charliehebdo shooting gunmen shouted avenged prophet attack reports httptco3jsosc7yl3 httptconaerf1ep7a,842416,141,28,3
250,552810477940932609,07 Jan 2015 12:54:23,name islam ppl dont represent religion matter say disgraceful amp heartbreaking charliehebdo,11538,222,131,2
251,552810625873633280,07 Jan 2015 12:54:58,reporting charliehebdo terrorist attack telegraph blurs french mags cover cartoon mohammed httptco8sdcssvlc8,1922,473,88,2
252,552810805243412481,07 Jan 2015 12:55:41,condemn attack paris pray soonest recovery injured patience families amp people france charliehebdo,30939,108,17,2
253,552810804186460161,07 Jan 2015 12:55:41,charliehebdo famous cartoonists charb cabu shot dead according reports httptco4wugwxfvjj httptcosblgddxgid,969090,339,62,0
254,552810855503757313,07 Jan 2015 12:55:53,waiting barackobama davidcameron justintrudeau say charliehebdo massacre paris nothing islam,53764,285,113,2
255,552810884029222912,07 Jan 2015 12:56:00,nato sg statement terrorist attack paris france httptcoubfmqktxjc httptcokzci5ur5fx,218826,160,66,2
256,552811128326475776,07 Jan 2015 12:56:58,handwringing fencesitting support charliehebdo freedomofspeech must publish images httptcon2m2bzt6ao,520,293,111,2
257,552811254667288576,07 Jan 2015 12:57:28,charliehebdo know far httptco7ggpz4tklf httptcoymgsionl3h,15086,196,35,2
258,552811319079227393,07 Jan 2015 12:57:43,charliehebdo shooting know far httptco6yux5mot92 httptconc9fych6qd,1557582,684,117,2
259,552811354323963904,07 Jan 2015 12:57:52,shooting charliehebdo attack freedom says dominque moisi parisian political analyst httptcob3avgbwp82,462690,124,45,2
260,552811386259386370,07 Jan 2015 12:57:59,least dead paris shooting updated story background info httptcoqlppq2ss8j charliehebdo httptcodwmlafsd6k,5571268,338,65,1
261,552811408094945280,07 Jan 2015 12:58:05,world leaders condemn charliehebdo attack barbaric sickening intolerable httptcoc05qib7eiu httptcohaijrrbwlz,1783363,137,37,2
262,552811438994378754,07 Jan 2015 12:58:12,horrific news charlie hebdo people huge courage wit integrity murdered people find ideas frightening awful,195966,242,191,2
263,552811533303296001,07 Jan 2015 12:58:34,killing innocent people name islam much much offensive cartoon ever charliehebdo,21473,413,236,2
264,552811606640721921,07 Jan 2015 12:58:52,make fun hindu gods pk creativity freedom expressionmake fun prophet killed charliehebdo httptco1qqgftuho2,9975,178,80,2
265,552811735183552512,07 Jan 2015 12:59:23,charliehebdo massacre attack heighten antiislamic tensions across europe httptco1eblsuvtwe,842445,138,40,2
266,552811772038881280,07 Jan 2015 12:59:31,hours attack charliehebdo published cartoon featuring islamic state httptcojfqmha1gdv epa httptcoyewyzxidhh,1408052,148,35,2
267,552812020295532544,07 Jan 2015 13:00:31,itll fascinating see topical satire shows british tv respond charliehebdo murders oh hang,2859,188,171,2
268,552812040926941185,07 Jan 2015 13:00:35,submit extremists cartoon robert mankoff new yorker norm charliehebdo httptcosnmbqvplqj,1815,226,70,2
269,552812098057936896,07 Jan 2015 13:00:49,thousands tweeting jesuischarlie support charliehebdo httptcogfdxtw6jgl,4576,449,117,2
270,552812140479148032,07 Jan 2015 13:00:59,hate atrocities like exactly perpetrators want us charliehebdo,241721,1082,1561,2
271,552812188315172864,07 Jan 2015 13:01:11,car used armed gunmen stormed paris offices satirical newspaper charliehebdo photo faget afp httptcozbkdglcbce,36065,269,49,2
272,552812399997489152,07 Jan 2015 13:02:01,gunmen responsible deadly attack charliehebdo still loose fhollande says httptcosbokqarg1y httptcokm88jvzmca,15372714,724,188,2
273,552812416485294080,07 Jan 2015 13:02:05,pray victims deadly terrorist attack french magazine charlie hebdo paris freepress httptcohceg92zxtz,105484,117,83,2
274,552812475134275584,07 Jan 2015 13:02:19,doesnt represent muslims sorry represent official islamic school certain key arab state charliehebdo,34483,804,314,2
275,552812572731527168,07 Jan 2015 13:02:42,rip charliehebdo jihadist terrorist victimsthis id tweeted important muslims openly offended cartoons,33137,221,147,2
276,552812623658762240,07 Jan 2015 13:02:54,agree say ill defend death right say voltaire freespeech jesuischarlie,1431,351,139,2
277,552812682626465792,07 Jan 2015 13:03:08,live paris alert gunmen kill twelve massacre charliehebdo magazine office httptcoq0k4aorqmj httptcorb4dycpvec,317466,246,53,1
278,552812775907422209,07 Jan 2015 13:03:31,deeply disturbed saddened yet another islamist massacre shame religion charliehebdo parisshooting httptcoh6ypad7bwd,13584,104,85,2
279,552812811651272705,07 Jan 2015 13:03:39,single finger raised charliehebdo gunman looks like isis fighters often battle httptco6gmumrbndc cc eliothiggins,21791,322,70,2
280,552812847651377153,07 Jan 2015 13:03:48,kill journalists cartoonists cant kill freedom press made message stronger jesuischarlie,3756,156,63,2
281,552812951208722432,07 Jan 2015 13:04:12,charlie hebdo attack know far live updates httptcofzr7qmoekb clairephipps httptcoydumhpahrt,3090429,285,61,2
282,552812984343330816,07 Jan 2015 13:04:20,never allow barbaric savagery islamic extremism defeat right free speech charliehebdo httptcoymqqlynbnx,13735,178,114,2
283,552813011803836416,07 Jan 2015 13:04:27,terrorist might appear among muslims loses qualities make muslim charliehebdo httptcoyfqh8qmshp,36528,206,53,2
284,552813155572006912,07 Jan 2015 13:05:01,instead focusing recent dead paris keep mind islamists committed deadly attacks since,9264,208,76,2
285,552813160110252032,07 Jan 2015 13:05:02,twist turn like publishing cartoons crime using excuse religious fascism charliehebdo,24621,178,85,2
286,552813223360352256,07 Jan 2015 13:05:17,third thought defending rights charlie hebdo defended means defending free speech attacking muslims,9954,109,55,2
287,552813420136128513,07 Jan 2015 13:06:04,bbc reporter noting charlie hebdo also mocks christians jews atheists oddly though groups dont seem bomb,7310,152,80,2
288,552813461953323008,07 Jan 2015 13:06:14,least people killed todays deadly attack charliehebdo official says httptcoanxmnzn3le httptcouihx6wuavg,15390255,1752,763,1
289,552813494345940992,07 Jan 2015 13:06:22,charliehebdos lawyer says magazines editorinchief killed attack developing story httptcoryzavlr6mm,703582,137,22,0
290,552813549291315200,07 Jan 2015 13:06:35,charliehebdo attack update cartoonists cabu charb wolinski die report httptco3jsosc7yl3 httptco3h1zbyke0d,842277,177,26,0
